Abbreviation,VARIABLE,International_Destination,Year,Value
BRA,URY,Uruguay,2009,263414
BRA,URY,Uruguay,2010,376894
BRA,URY,Uruguay,2011,426315
BRA,URY,Uruguay,2012,396828
BRA,URY,Uruguay,2013,392992
BRA,URY,Uruguay,2014,461675
BRA,URY,Uruguay,2015,429098
BRA,URY,Uruguay,2016,432442
BRA,URY,Uruguay,2017,504488
BRA,URY,Uruguay,2018,466673
BGR,MKD,Former Yugoslav Republic of Macedonia,2008,346384
BGR,MKD,Former Yugoslav Republic of Macedonia,2009,324993
BGR,MKD,Former Yugoslav Republic of Macedonia,2010,293467
BGR,MKD,Former Yugoslav Republic of Macedonia,2011,305536
BGR,MKD,Former Yugoslav Republic of Macedonia,2012,362021
BGR,MKD,Former Yugoslav Republic of Macedonia,2013,315604
BGR,MKD,Former Yugoslav Republic of Macedonia,2014,327033
BGR,MKD,Former Yugoslav Republic of Macedonia,2015,316094
BGR,MKD,Former Yugoslav Republic of Macedonia,2016,360422
BGR,MKD,Former Yugoslav Republic of Macedonia,2017,396450
BGR,MKD,Former Yugoslav Republic of Macedonia,2018,416448
BGR,MKD,Former Yugoslav Republic of Macedonia,2019,429329
BGR,GRC,Greece,2008,1709510
BGR,GRC,Greece,2009,1583369
BGR,GRC,Greece,2010,899357
BGR,GRC,Greece,2011,1000660
BGR,GRC,Greece,2012,789842
BGR,GRC,Greece,2013,828929
BGR,GRC,Greece,2014,866609
BGR,GRC,Greece,2015,1043078
BGR,GRC,Greece,2016,1200576
BGR,GRC,Greece,2017,1341192
BGR,GRC,Greece,2018,1402560
BGR,GRC,Greece,2019,1461096
BGR,ROU,Romania,2008,481564
BGR,ROU,Romania,2009,445447
BGR,ROU,Romania,2010,288187
BGR,ROU,Romania,2011,327603
BGR,ROU,Romania,2012,318112
BGR,ROU,Romania,2013,308306
BGR,ROU,Romania,2014,321546
BGR,ROU,Romania,2015,332848
BGR,ROU,Romania,2016,423396
BGR,ROU,Romania,2017,480980
BGR,ROU,Romania,2018,523058
BGR,ROU,Romania,2019,554070
BGR,SRB,Serbia,2008,485310
BGR,SRB,Serbia,2009,388990
BGR,SRB,Serbia,2010,294666
BGR,SRB,Serbia,2011,295135
BGR,SRB,Serbia,2012,301623
BGR,SRB,Serbia,2013,300299
BGR,SRB,Serbia,2014,316146
BGR,SRB,Serbia,2015,315261
BGR,SRB,Serbia,2016,404975
BGR,SRB,Serbia,2017,462953
BGR,SRB,Serbia,2018,493950
BGR,SRB,Serbia,2019,514959
BGR,TUR,T¨¹rkiye,2008,1227189
BGR,TUR,T¨¹rkiye,2009,1266732
BGR,TUR,T¨¹rkiye,2010,1226543
BGR,TUR,T¨¹rkiye,2011,1178547
BGR,TUR,T¨¹rkiye,2012,1091214
BGR,TUR,T¨¹rkiye,2013,1060847
BGR,TUR,T¨¹rkiye,2014,1106913
BGR,TUR,T¨¹rkiye,2015,1241733
BGR,TUR,T¨¹rkiye,2016,1218842
BGR,TUR,T¨¹rkiye,2017,1311252
BGR,TUR,T¨¹rkiye,2018,1515894
BGR,TUR,T¨¹rkiye,2019,1621597
CHL,ARG,Argentina,2008,976856.536
CHL,ARG,Argentina,2009,870489
CHL,ARG,Argentina,2010,1086012
CHL,ARG,Argentina,2011,1136946.745
CHL,ARG,Argentina,2012,1180487.4
CHL,ARG,Argentina,2013,1224727.093
CHL,ARG,Argentina,2014,1275484.29
CHL,ARG,Argentina,2015,1269260.201
CHL,ARG,Argentina,2016,1271230.145
CHL,ARG,Argentina,2017,1013671.104
CHL,ARG,Argentina,2018,1122736.627
CHL,ARG,Argentina,2019,995971.985
CHL,BRA,Brazil,2008,115710.321
CHL,BRA,Brazil,2009,105001
CHL,BRA,Brazil,2010,125823
CHL,BRA,Brazil,2011,155853.274
CHL,BRA,Brazil,2012,169107.973
CHL,BRA,Brazil,2013,176309.025
CHL,BRA,Brazil,2014,197448.403
CHL,BRA,Brazil,2015,201985.132
CHL,BRA,Brazil,2016,224087.914
CHL,BRA,Brazil,2017,247995.049
CHL,BRA,Brazil,2018,301110.407
CHL,BRA,Brazil,2019,283549.901
CHL,PER,Peru,2008,440832.844
CHL,PER,Peru,2009,456552
CHL,PER,Peru,2010,539225
CHL,PER,Peru,2011,727119.224
CHL,PER,Peru,2012,785446.599
CHL,PER,Peru,2013,860530.299
CHL,PER,Peru,2014,858391.439
CHL,PER,Peru,2015,918877.222
CHL,PER,Peru,2016,915480.696
CHL,PER,Peru,2017,1099701.996
CHL,PER,Peru,2018,1054955.984
CHL,PER,Peru,2019,1018134.597
CHL,ESP,Spain,2008,44796.529
CHL,ESP,Spain,2009,75302
CHL,ESP,Spain,2010,43298
CHL,ESP,Spain,2011,56076.216
CHL,ESP,Spain,2012,45907.844
CHL,ESP,Spain,2013,42174.545
CHL,ESP,Spain,2014,53517.896
CHL,ESP,Spain,2015,65055.941
CHL,ESP,Spain,2016,90411.421
CHL,ESP,Spain,2017,80896.69
CHL,ESP,Spain,2018,81632.743
CHL,USA,United States,2008,108914.092
CHL,USA,United States,2009,127391
CHL,USA,United States,2010,148601
CHL,USA,United States,2011,168969.12
CHL,USA,United States,2012,181557.398
CHL,USA,United States,2013,197605.144
CHL,USA,United States,2014,225409.134
CHL,USA,United States,2015,259359.625
CHL,USA,United States,2016,299385.713
CHL,USA,United States,2017,292281.516
CHL,USA,United States,2018,305506.88
CHL,USA,United States,2019,294531.246
COL,ECU,Ecuador,2008,183053
COL,ECU,Ecuador,2009,182207
COL,ECU,Ecuador,2010,225014
COL,ECU,Ecuador,2011,231389
COL,ECU,Ecuador,2012,320638
COL,ECU,Ecuador,2013,319965
COL,ECU,Ecuador,2014,347550
COL,ECU,Ecuador,2015,319991
COL,ECU,Ecuador,2016,286428
COL,ECU,Ecuador,2017,300540
COL,ECU,Ecuador,2018,299704
COL,ECU,Ecuador,2019,285452
COL,ECU,Ecuador,2020,77575
COL,ECU,Ecuador,2021,38909
COL,PAN,Panama,2008,237488
COL,PAN,Panama,2009,239260
COL,PAN,Panama,2010,282778
COL,PAN,Panama,2011,318076
COL,PAN,Panama,2012,347121
COL,PAN,Panama,2013,341728
COL,PAN,Panama,2014,416290
COL,PAN,Panama,2015,406628
COL,PAN,Panama,2016,408681
COL,PAN,Panama,2017,424053
COL,PAN,Panama,2018,403586
COL,PAN,Panama,2019,396106
COL,PAN,Panama,2020,103159
COL,PAN,Panama,2021,106963
COL,VEN,Venezuela,2008,279873
COL,VEN,Venezuela,2009,229382
COL,VEN,Venezuela,2010,150240
COL,VEN,Venezuela,2011,170979
COL,VEN,Venezuela,2012,475007
COL,VEN,Venezuela,2013,606851
COL,VEN,Venezuela,2014,522562
COL,VEN,Venezuela,2015,371521
COL,VEN,Venezuela,2016,109593
COL,VEN,Venezuela,2017,174332
COL,VEN,Venezuela,2018,164555
COL,VEN,Venezuela,2019,92886
COL,VEN,Venezuela,2020,21042
COL,VEN,Venezuela,2021,6877
COL,ESP,Spain,2008,167658
COL,ESP,Spain,2009,177135
COL,ESP,Spain,2010,183783
COL,ESP,Spain,2011,198868
COL,ESP,Spain,2012,187469
COL,ESP,Spain,2013,190281
COL,ESP,Spain,2014,196309
COL,ESP,Spain,2015,221086
COL,ESP,Spain,2016,318560
COL,ESP,Spain,2017,361638
COL,ESP,Spain,2018,426751
COL,ESP,Spain,2019,488947
COL,ESP,Spain,2020,105071
COL,ESP,Spain,2021,143343
COL,USA,United States,2008,680833
COL,USA,United States,2009,765502
COL,USA,United States,2010,882878
COL,USA,United States,2011,874356
COL,USA,United States,2012,979230
COL,USA,United States,2013,1120535
COL,USA,United States,2014,1234907
COL,USA,United States,2015,1256053
COL,USA,United States,2016,1290620
COL,USA,United States,2017,1241956
COL,USA,United States,2018,1383457
COL,USA,United States,2019,1409771
COL,USA,United States,2020,484889
COL,USA,United States,2021,1251693
HRV,AUT,Austria,2011,304000
HRV,AUT,Austria,2012,277000
HRV,AUT,Austria,2013,248000
HRV,AUT,Austria,2014,304000
HRV,AUT,Austria,2015,258000
HRV,AUT,Austria,2016,169000
HRV,AUT,Austria,2017,213000
HRV,AUT,Austria,2018,166000
HRV,AUT,Austria,2019,197000
HRV,AUT,Austria,2020,63447
HRV,AUT,Austria,2021,36388.91
HRV,BIH,Bosnia and Herzegovina,2011,676000
HRV,BIH,Bosnia and Herzegovina,2012,643000
HRV,BIH,Bosnia and Herzegovina,2013,627000
HRV,BIH,Bosnia and Herzegovina,2014,523000
HRV,BIH,Bosnia and Herzegovina,2015,404000
HRV,BIH,Bosnia and Herzegovina,2016,283000
HRV,BIH,Bosnia and Herzegovina,2017,325000
HRV,BIH,Bosnia and Herzegovina,2018,390000
HRV,BIH,Bosnia and Herzegovina,2019,455000
HRV,BIH,Bosnia and Herzegovina,2020,122048
HRV,BIH,Bosnia and Herzegovina,2021,213777.31
HRV,DEU,Germany,2011,279000
HRV,DEU,Germany,2012,291000
HRV,DEU,Germany,2013,333000
HRV,DEU,Germany,2014,308000
HRV,DEU,Germany,2015,261000
HRV,DEU,Germany,2016,278000
HRV,DEU,Germany,2017,211000
HRV,DEU,Germany,2018,326000
HRV,DEU,Germany,2019,303000
HRV,DEU,Germany,2020,85994
HRV,DEU,Germany,2021,87461.89
HRV,ITA,Italy,2011,283000
HRV,ITA,Italy,2012,271000
HRV,ITA,Italy,2013,289000
HRV,ITA,Italy,2014,257000
HRV,ITA,Italy,2015,452000
HRV,ITA,Italy,2016,203000
HRV,ITA,Italy,2017,210000
HRV,ITA,Italy,2018,213000
HRV,ITA,Italy,2019,238000
HRV,ITA,Italy,2020,26685
HRV,ITA,Italy,2021,40480.45
HRV,SRB,Serbia,2011,169000
HRV,SRB,Serbia,2012,152000
HRV,SRB,Serbia,2013,208000
HRV,SRB,Serbia,2014,156000
HRV,SRB,Serbia,2015,144000
HRV,SRB,Serbia,2016,76000
HRV,SRB,Serbia,2017,124000
HRV,SRB,Serbia,2018,127000
HRV,SRB,Serbia,2019,164000
HRV,SRB,Serbia,2020,25052
HRV,SRB,Serbia,2021,29766.24
HRV,SVN,Slovenia,2011,313000
HRV,SVN,Slovenia,2012,268000
HRV,SVN,Slovenia,2013,200000
HRV,SVN,Slovenia,2014,314000
HRV,SVN,Slovenia,2015,183000
HRV,SVN,Slovenia,2016,144000
HRV,SVN,Slovenia,2017,165000
HRV,SVN,Slovenia,2018,171000
HRV,SVN,Slovenia,2019,190000
HRV,SVN,Slovenia,2020,56801
HRV,SVN,Slovenia,2021,62547.98
EST,FIN,Finland,2008,552988
EST,FIN,Finland,2009,543096
EST,FIN,Finland,2010,584577
EST,FIN,Finland,2011,600743
EST,FIN,Finland,2012,610176
EST,FIN,Finland,2013,589891
EST,FIN,Finland,2014,590966
EST,FIN,Finland,2015,565753
EST,FIN,Finland,2016,566310
EST,FIN,Finland,2017,561124
EST,FIN,Finland,2018,519780
EST,FIN,Finland,2019,512905
EST,FIN,Finland,2020,272582
EST,FIN,Finland,2021,213991
EST,DEU,Germany,2008,176771
EST,DEU,Germany,2009,154632
EST,DEU,Germany,2010,158894
EST,DEU,Germany,2011,181853
EST,DEU,Germany,2012,187452
EST,DEU,Germany,2013,200078
EST,DEU,Germany,2014,204206
EST,DEU,Germany,2015,222834
EST,DEU,Germany,2016,217162
EST,DEU,Germany,2017,230093
EST,DEU,Germany,2018,213137
EST,DEU,Germany,2019,212877
EST,DEU,Germany,2020,86572
EST,DEU,Germany,2021,73540
EST,LVA,Latvia,2008,261903
EST,LVA,Latvia,2009,253804
EST,LVA,Latvia,2010,254544
EST,LVA,Latvia,2011,271058
EST,LVA,Latvia,2012,284464
EST,LVA,Latvia,2013,314762
EST,LVA,Latvia,2014,341548
EST,LVA,Latvia,2015,357959
EST,LVA,Latvia,2016,341293
EST,LVA,Latvia,2017,351436
EST,LVA,Latvia,2018,301194
EST,LVA,Latvia,2019,287756
EST,LVA,Latvia,2020,200142
EST,LVA,Latvia,2021,81257
EST,RUS,Russian Federation,2008,134997
EST,RUS,Russian Federation,2009,145683
EST,RUS,Russian Federation,2010,141518
EST,RUS,Russian Federation,2011,154228
EST,RUS,Russian Federation,2012,175169
EST,RUS,Russian Federation,2013,195594
EST,RUS,Russian Federation,2014,206773
EST,RUS,Russian Federation,2015,213538
EST,RUS,Russian Federation,2016,214985
EST,RUS,Russian Federation,2017,219689
EST,RUS,Russian Federation,2018,254581
EST,RUS,Russian Federation,2019,268110
EST,RUS,Russian Federation,2020,55839
EST,RUS,Russian Federation,2021,54446
EST,SWE,Sweden,2008,213956
EST,SWE,Sweden,2009,202968
EST,SWE,Sweden,2010,191860
EST,SWE,Sweden,2011,203618
EST,SWE,Sweden,2012,204783
EST,SWE,Sweden,2013,203230
EST,SWE,Sweden,2014,216664
EST,SWE,Sweden,2015,217123
EST,SWE,Sweden,2016,235667
EST,SWE,Sweden,2017,240447
EST,SWE,Sweden,2018,218809
EST,SWE,Sweden,2019,214791
EST,SWE,Sweden,2020,73769
EST,SWE,Sweden,2021,74568
LVA,EST,Estonia,2012,140983
LVA,EST,Estonia,2013,158076
LVA,EST,Estonia,2014,95076
LVA,EST,Estonia,2015,168417
LVA,EST,Estonia,2016,209976
LVA,EST,Estonia,2017,173381
LVA,EST,Estonia,2018,206320
LVA,EST,Estonia,2019,161334
LVA,EST,Estonia,2020,89670
LVA,EST,Estonia,2021,83058
LVA,DEU,Germany,2008,319037
LVA,DEU,Germany,2009,254307
LVA,DEU,Germany,2010,233442
LVA,DEU,Germany,2011,230938
LVA,DEU,Germany,2012,134726
LVA,DEU,Germany,2013,94248
LVA,DEU,Germany,2014,94904
LVA,DEU,Germany,2015,71338
LVA,DEU,Germany,2016,84006
LVA,DEU,Germany,2017,147843
LVA,DEU,Germany,2018,79511
LVA,DEU,Germany,2019,97817
LVA,DEU,Germany,2020,47711
LVA,DEU,Germany,2021,26720
LVA,LTU,Lithuania,2008,234533
LVA,LTU,Lithuania,2009,196251
LVA,LTU,Lithuania,2010,194708
LVA,LTU,Lithuania,2011,202978
LVA,LTU,Lithuania,2012,152406
LVA,LTU,Lithuania,2013,123065
LVA,LTU,Lithuania,2014,133856
LVA,LTU,Lithuania,2015,171482
LVA,LTU,Lithuania,2016,212525
LVA,LTU,Lithuania,2017,153700
LVA,LTU,Lithuania,2018,156905
LVA,LTU,Lithuania,2019,166138
LVA,LTU,Lithuania,2020,54085
LVA,LTU,Lithuania,2021,30568
LVA,POL,Poland,2008,102057
LVA,POL,Poland,2009,87010
LVA,POL,Poland,2010,105769
LVA,POL,Poland,2011,103911
LVA,RUS,Russian Federation,2008,154937
LVA,RUS,Russian Federation,2009,162641
LVA,RUS,Russian Federation,2010,175628
LVA,RUS,Russian Federation,2011,186716
LVA,RUS,Russian Federation,2012,130706
LVA,RUS,Russian Federation,2013,161887
LVA,RUS,Russian Federation,2014,138027
LVA,RUS,Russian Federation,2015,120917
LVA,RUS,Russian Federation,2016,122102
LVA,RUS,Russian Federation,2017,84890
LVA,RUS,Russian Federation,2018,117381
LVA,RUS,Russian Federation,2019,102450
LVA,SWE,Sweden,2008,145924
LVA,SWE,Sweden,2009,172732
LVA,SWE,Sweden,2010,179687
LVA,SWE,Sweden,2011,186514
LVA,SWE,Sweden,2012,116076
LVA,SWE,Sweden,2013,97725
LVA,SWE,Sweden,2014,86209
LVA,SWE,Sweden,2015,74923
LVA,SWE,Sweden,2016,64831
LVA,SWE,Sweden,2017,79646
LVA,SWE,Sweden,2018,99879
LVA,SWE,Sweden,2019,100268
LVA,SWE,Sweden,2021,30036
LTU,BLR,Belarus,2008,136700
LTU,BLR,Belarus,2009,104400
LTU,BLR,Belarus,2010,122300
LTU,BLR,Belarus,2011,116500
LTU,BLR,Belarus,2012,112000
LTU,BLR,Belarus,2013,121300
LTU,BLR,Belarus,2014,116600
LTU,BLR,Belarus,2015,106200
LTU,BLR,Belarus,2016,109900
LTU,BLR,Belarus,2017,123000
LTU,BLR,Belarus,2018,131600
LTU,BLR,Belarus,2019,146000
LTU,BLR,Belarus,2020,57800
LTU,DEU,Germany,2008,136700
LTU,DEU,Germany,2009,104400
LTU,DEU,Germany,2010,122300
LTU,DEU,Germany,2011,116500
LTU,DEU,Germany,2012,112000
LTU,DEU,Germany,2013,121300
LTU,DEU,Germany,2014,116600
LTU,DEU,Germany,2015,106200
LTU,DEU,Germany,2016,109900
LTU,DEU,Germany,2017,123000
LTU,DEU,Germany,2018,131600
LTU,DEU,Germany,2019,146000
LTU,DEU,Germany,2020,57800
LTU,DEU,Germany,2021,54200
LTU,LVA,Latvia,2008,202200
LTU,LVA,Latvia,2009,160600
LTU,LVA,Latvia,2010,164300
LTU,LVA,Latvia,2011,191300
LTU,LVA,Latvia,2012,214400
LTU,LVA,Latvia,2013,228500
LTU,LVA,Latvia,2014,232000
LTU,LVA,Latvia,2015,221400
LTU,LVA,Latvia,2016,226400
LTU,LVA,Latvia,2017,233200
LTU,LVA,Latvia,2018,250400
LTU,LVA,Latvia,2019,260100
LTU,LVA,Latvia,2020,117500
LTU,LVA,Latvia,2021,110800
LTU,POL,Poland,2008,132900
LTU,POL,Poland,2009,125900
LTU,POL,Poland,2010,125900
LTU,POL,Poland,2011,145000
LTU,POL,Poland,2012,154400
LTU,POL,Poland,2013,149100
LTU,POL,Poland,2014,139900
LTU,POL,Poland,2015,149200
LTU,POL,Poland,2016,150100
LTU,POL,Poland,2017,160400
LTU,POL,Poland,2018,169000
LTU,POL,Poland,2019,177900
LTU,POL,Poland,2020,60600
LTU,POL,Poland,2021,89300
LTU,GBR,United Kingdom,2008,129000
LTU,GBR,United Kingdom,2009,91400
LTU,GBR,United Kingdom,2010,106300
LTU,GBR,United Kingdom,2011,149300
LTU,GBR,United Kingdom,2012,209800
LTU,GBR,United Kingdom,2013,229000
LTU,GBR,United Kingdom,2014,205000
LTU,GBR,United Kingdom,2015,213100
LTU,GBR,United Kingdom,2016,210800
LTU,GBR,United Kingdom,2017,212700
LTU,GBR,United Kingdom,2018,215000
LTU,GBR,United Kingdom,2019,217100
LTU,GBR,United Kingdom,2020,57000
LTU,GBR,United Kingdom,2021,45000
MLT,FRA,France,2008,16962.454
MLT,FRA,France,2009,13427.481
MLT,FRA,France,2010,18102.103
MLT,FRA,France,2011,14056.555
MLT,FRA,France,2012,16668.106
MLT,FRA,France,2013,17373.988
MLT,FRA,France,2014,21853.342
MLT,FRA,France,2015,20945.997
MLT,FRA,France,2016,17006.282
MLT,FRA,France,2017,21510.166
MLT,FRA,France,2018,28455.472
MLT,FRA,France,2019,28060.519
MLT,FRA,France,2020,7680.112
MLT,FRA,France,2021,12355.806
MLT,DEU,Germany,2008,16093.829
MLT,DEU,Germany,2009,15225.884
MLT,DEU,Germany,2010,16041.02
MLT,DEU,Germany,2011,17333.743
MLT,DEU,Germany,2012,18697.611
MLT,DEU,Germany,2013,18824.656
MLT,DEU,Germany,2014,21928.717
MLT,DEU,Germany,2015,23865.519
MLT,DEU,Germany,2016,32301.953
MLT,DEU,Germany,2017,38431.895
MLT,DEU,Germany,2018,42121.335
MLT,DEU,Germany,2019,37720.531
MLT,DEU,Germany,2020,11251.964
MLT,DEU,Germany,2021,10958.683
MLT,ITA,Italy,2008,61872.017
MLT,ITA,Italy,2009,61674.267
MLT,ITA,Italy,2010,77785.602
MLT,ITA,Italy,2011,90946.797
MLT,ITA,Italy,2012,97713.16
MLT,ITA,Italy,2013,109412.972
MLT,ITA,Italy,2014,122677.978
MLT,ITA,Italy,2015,136648.275
MLT,ITA,Italy,2016,165555.534
MLT,ITA,Italy,2017,181053.413
MLT,ITA,Italy,2018,212219.473
MLT,ITA,Italy,2019,214152.414
MLT,ITA,Italy,2020,67345.887
MLT,ITA,Italy,2021,118681.638
MLT,ESP,Spain,2008,15289.366
MLT,ESP,Spain,2009,12428.748
MLT,ESP,Spain,2010,15280.726
MLT,ESP,Spain,2011,18889.343
MLT,ESP,Spain,2012,19241.891
MLT,ESP,Spain,2013,19998.665
MLT,ESP,Spain,2014,17895.417
MLT,ESP,Spain,2015,19407.859
MLT,ESP,Spain,2016,23066.616
MLT,ESP,Spain,2017,27905.541
MLT,ESP,Spain,2018,37560.137
MLT,ESP,Spain,2019,44916.378
MLT,ESP,Spain,2020,10005.519
MLT,ESP,Spain,2021,20532.265
MLT,GBR,United Kingdom,2008,67496.538
MLT,GBR,United Kingdom,2009,73760.055
MLT,GBR,United Kingdom,2010,74994.758
MLT,GBR,United Kingdom,2011,80725.468
MLT,GBR,United Kingdom,2012,78260.998
MLT,GBR,United Kingdom,2013,89481.787
MLT,GBR,United Kingdom,2014,91821.625
MLT,GBR,United Kingdom,2015,89266.383
MLT,GBR,United Kingdom,2016,96154.106
MLT,GBR,United Kingdom,2017,105812.485
MLT,GBR,United Kingdom,2018,118712.233
MLT,GBR,United Kingdom,2019,126376.486
MLT,GBR,United Kingdom,2020,29070.288
MLT,GBR,United Kingdom,2021,26433.388
SVN,AUT,Austria,2008,177000
SVN,AUT,Austria,2009,148000
SVN,AUT,Austria,2010,150000
SVN,AUT,Austria,2011,152000
SVN,AUT,Austria,2012,132000
SVN,AUT,Austria,2013,203000
SVN,AUT,Austria,2014,162000
SVN,AUT,Austria,2015,189000
SVN,AUT,Austria,2016,149000
SVN,AUT,Austria,2017,171000
SVN,AUT,Austria,2018,204000
SVN,AUT,Austria,2019,189000
SVN,AUT,Austria,2020,50000
SVN,AUT,Austria,2021,79000
SVN,BIH,Bosnia and Herzegovina,2008,152000
SVN,BIH,Bosnia and Herzegovina,2009,140000
SVN,BIH,Bosnia and Herzegovina,2010,144000
SVN,BIH,Bosnia and Herzegovina,2011,105000
SVN,BIH,Bosnia and Herzegovina,2012,128000
SVN,BIH,Bosnia and Herzegovina,2013,143000
SVN,BIH,Bosnia and Herzegovina,2014,129000
SVN,BIH,Bosnia and Herzegovina,2015,132000
SVN,BIH,Bosnia and Herzegovina,2016,117000
SVN,BIH,Bosnia and Herzegovina,2017,142000
SVN,BIH,Bosnia and Herzegovina,2018,142000
SVN,BIH,Bosnia and Herzegovina,2019,200000
SVN,BIH,Bosnia and Herzegovina,2021,183000
SVN,HRV,Croatia,2008,1125000
SVN,HRV,Croatia,2009,1251000
SVN,HRV,Croatia,2010,1545000
SVN,HRV,Croatia,2011,1549000
SVN,HRV,Croatia,2012,1351000
SVN,HRV,Croatia,2013,1449000
SVN,HRV,Croatia,2014,1494000
SVN,HRV,Croatia,2015,1614000
SVN,HRV,Croatia,2016,1660000
SVN,HRV,Croatia,2017,1680000
SVN,HRV,Croatia,2018,1732000
SVN,HRV,Croatia,2019,1572000
SVN,HRV,Croatia,2020,817000
SVN,HRV,Croatia,2021,1270000
SVN,DEU,Germany,2008,144000
SVN,DEU,Germany,2009,136000
SVN,DEU,Germany,2010,127000
SVN,DEU,Germany,2011,115000
SVN,DEU,Germany,2012,121000
SVN,DEU,Germany,2013,91000
SVN,DEU,Germany,2014,117000
SVN,DEU,Germany,2015,109000
SVN,DEU,Germany,2016,103000
SVN,DEU,Germany,2017,168000
SVN,DEU,Germany,2018,191000
SVN,DEU,Germany,2019,140000
SVN,DEU,Germany,2021,60000
SVN,ITA,Italy,2008,206000
SVN,ITA,Italy,2009,216000
SVN,ITA,Italy,2010,195000
SVN,ITA,Italy,2011,158000
SVN,ITA,Italy,2012,152000
SVN,ITA,Italy,2013,170000
SVN,ITA,Italy,2014,157000
SVN,ITA,Italy,2015,217000
SVN,ITA,Italy,2016,152000
SVN,ITA,Italy,2017,208000
SVN,ITA,Italy,2018,236000
SVN,ITA,Italy,2019,289000
SVN,ITA,Italy,2020,87000
SVN,ITA,Italy,2021,120000
SVN,SRB,Serbia,2008,79000
SVN,SRB,Serbia,2009,107000
SVN,SRB,Serbia,2010,97000
SVN,SRB,Serbia,2011,84000
SVN,SRB,Serbia,2012,79000
SVN,SRB,Serbia,2013,86000
SVN,SRB,Serbia,2014,75000
SVN,SRB,Serbia,2015,71000
SVN,SRB,Serbia,2016,89000
SVN,SRB,Serbia,2017,93000
SVN,SRB,Serbia,2018,86000
SVN,SRB,Serbia,2019,83000
SVN,SRB,Serbia,2021,49000
FRA,PRT,Portugal,2014,1139737.685
FRA,PRT,Portugal,2015,1243114.774
FRA,PRT,Portugal,2016,1397158.856
FRA,PRT,Portugal,2017,1554832.457
FRA,PRT,Portugal,2018,1626671.741
FRA,PRT,Portugal,2019,1906210
FRA,PRT,Portugal,2020,641723
FRA,PRT,Portugal,2021,875964
GRC,BGR,Bulgaria,2008,397459
GRC,BGR,Bulgaria,2009,365940
GRC,BGR,Bulgaria,2010,357310
GRC,BGR,Bulgaria,2011,636568
GRC,BGR,Bulgaria,2012,509286
GRC,BGR,Bulgaria,2013,535548
GRC,BGR,Bulgaria,2014,750622
GRC,BGR,Bulgaria,2015,1109063
GRC,BGR,Bulgaria,2016,1556803
GRC,BGR,Bulgaria,2017,2186156
GRC,BGR,Bulgaria,2018,2370920
GRC,BGR,Bulgaria,2019,1915673.616
GRC,BGR,Bulgaria,2020,616792.244
GRC,BGR,Bulgaria,2021,212172.156
GRC,MKD,Former Yugoslav Republic of Macedonia,2010,485867
GRC,MKD,Former Yugoslav Republic of Macedonia,2011,1253900
GRC,MKD,Former Yugoslav Republic of Macedonia,2012,1185490
GRC,MKD,Former Yugoslav Republic of Macedonia,2013,1392633
GRC,MKD,Former Yugoslav Republic of Macedonia,2014,1800248
GRC,MKD,Former Yugoslav Republic of Macedonia,2015,1979124
GRC,MKD,Former Yugoslav Republic of Macedonia,2016,1922725
GRC,MKD,Former Yugoslav Republic of Macedonia,2017,1786857
GRC,MKD,Former Yugoslav Republic of Macedonia,2018,1352051
GRC,MKD,Former Yugoslav Republic of Macedonia,2019,1137586.322
GRC,MKD,Former Yugoslav Republic of Macedonia,2020,342635.391
GRC,MKD,Former Yugoslav Republic of Macedonia,2021,174188.916
GRC,TUR,T¨¹rkiye,2008,206463
GRC,TUR,T¨¹rkiye,2009,223058
GRC,TUR,T¨¹rkiye,2010,555804
GRC,TUR,T¨¹rkiye,2011,500505
GRC,TUR,T¨¹rkiye,2012,533485
GRC,TUR,T¨¹rkiye,2013,524128
GRC,TUR,T¨¹rkiye,2014,715603
GRC,TUR,T¨¹rkiye,2015,652150
GRC,TUR,T¨¹rkiye,2016,802687
GRC,TUR,T¨¹rkiye,2017,809888
GRC,TUR,T¨¹rkiye,2018,967166
GRC,TUR,T¨¹rkiye,2019,1091463.309
GRC,TUR,T¨¹rkiye,2020,122541.3
GRC,TUR,T¨¹rkiye,2021,149089.753
HUN,AUT,Austria,2008,657000
HUN,AUT,Austria,2009,630000
HUN,AUT,Austria,2010,595000
HUN,AUT,Austria,2011,623000
HUN,AUT,Austria,2012,571000
HUN,AUT,Austria,2013,602000
HUN,AUT,Austria,2014,741000
HUN,AUT,Austria,2015,818000
HUN,AUT,Austria,2016,848000
HUN,AUT,Austria,2017,897000
HUN,AUT,Austria,2018,840000
HUN,AUT,Austria,2019,701000
HUN,AUT,Austria,2020,356000
HUN,AUT,Austria,2021,364000
HUN,HRV,Croatia,2008,477000
HUN,HRV,Croatia,2009,319000
HUN,HRV,Croatia,2010,335000
HUN,HRV,Croatia,2011,255000
HUN,HRV,Croatia,2012,273000
HUN,HRV,Croatia,2013,219000
HUN,HRV,Croatia,2014,269000
HUN,HRV,Croatia,2015,297000
HUN,HRV,Croatia,2016,357000
HUN,HRV,Croatia,2017,344000
HUN,HRV,Croatia,2018,523000
HUN,HRV,Croatia,2019,470000
HUN,HRV,Croatia,2020,216000
HUN,HRV,Croatia,2021,268000
HUN,CZE,Czech Republic,2008,354000
HUN,CZE,Czech Republic,2009,304000
HUN,CZE,Czech Republic,2010,379000
HUN,CZE,Czech Republic,2011,409000
HUN,CZE,Czech Republic,2012,324000
